CodEntrega,CodVenta,CodProveedor,Proveedor,CodAlmacen,Almacen,CodEstado,Estado,Fecha_Envio,Fecha_Entrega
8814,12735,1,Logística Express,1,Centro Norte,1,En preparación,2023-07-18,2023-07-21
8815,12738,2,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-07-17,2023-07-21
8816,12739,4,Logística Express,1,Centro Norte,2,En tránsito,2023-07-17,2023-07-18
8817,12742,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-07-18,2023-07-23
8818,12743,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-07-19,2023-07-20
8819,12744,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-07-19,2023-07-20
8820,12745,2,QuickSend,3,Centro Oeste,1,En preparación,2023-07-18,2023-07-20
8821,12747,4,Flash Delivery,3,Centro Oeste,3,Entregado,2023-07-18,2023-07-22
8822,12749,2,QuickSend,2,Hub Logístico,2,En tránsito,2023-07-18,2023-07-19
8823,12750,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-07-20,2023-07-22
8824,12751,3,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-07-19,2023-07-21
8825,12752,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-07-18,2023-07-19
8826,12753,4,Envios Nacionales,3,Centro Oeste,4,Devuelto,2023-07-18,2023-07-22
8827,12755,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-07-18,2023-07-21
8828,12756,2,Flash Delivery,1,Centro Norte,3,Entregado,2023-07-20,2023-07-21
8829,12760,3,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-07-21,2023-07-26
8830,12761,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-07-21,2023-07-23
8831,12762,2,QuickSend,3,Centro Oeste,4,Devuelto,2023-07-20,2023-07-21
8832,12764,2,Logística Express,2,Hub Logístico,2,En tránsito,2023-07-19,2023-07-24
8833,12765,1,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-07-20,2023-07-24
8834,12766,1,Envios Nacionales,3,Centro Oeste,4,Devuelto,2023-07-19,2023-07-20
8835,12767,2,Logística Express,2,Hub Logístico,2,En tránsito,2023-07-20,2023-07-21
8836,12768,1,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-07-21,2023-07-26
8837,12769,3,Envios Nacionales,1,Centro Norte,1,En preparación,2023-07-21,2023-07-22
8838,12770,3,Logística Express,2,Hub Logístico,1,En preparación,2023-07-22,2023-07-26
8839,12775,2,QuickSend,4,Depósito Sur,2,En tránsito,2023-07-21,2023-07-26
8840,12776,3,QuickSend,1,Centro Norte,2,En tránsito,2023-07-22,2023-07-23
8841,12779,4,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-21,2023-07-25
8842,12782,1,Flash Delivery,1,Centro Norte,2,En tránsito,2023-07-21,2023-07-26
8843,12787,1,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-07-22,2023-07-26
8844,12788,1,Flash Delivery,1,Centro Norte,2,En tránsito,2023-07-21,2023-07-26
8845,12789,1,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-22,2023-07-27
8846,12790,4,QuickSend,3,Centro Oeste,2,En tránsito,2023-07-24,2023-07-29
8847,12793,3,Logística Express,1,Centro Norte,2,En tránsito,2023-07-23,2023-07-24
8848,12794,3,Flash Delivery,1,Centro Norte,1,En preparación,2023-07-22,2023-07-23
8849,12796,3,Logística Express,4,Depósito Sur,3,Entregado,2023-07-22,2023-07-26
8850,12799,2,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-24,2023-07-29
8851,12800,1,QuickSend,4,Depósito Sur,1,En preparación,2023-07-23,2023-07-27
8852,12801,4,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-07-23,2023-07-27
8853,12802,2,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-25,2023-07-27
8854,12804,1,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-07-25,2023-07-30
8855,12805,4,Logística Express,3,Centro Oeste,4,Devuelto,2023-07-24,2023-07-29
8856,12806,2,Flash Delivery,3,Centro Oeste,1,En preparación,2023-07-24,2023-07-28
8857,12807,4,QuickSend,4,Depósito Sur,1,En preparación,2023-07-24,2023-07-26
8858,12809,2,QuickSend,4,Depósito Sur,4,Devuelto,2023-07-23,2023-07-26
8859,12810,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-07-24,2023-07-29
8860,12811,1,Flash Delivery,3,Centro Oeste,1,En preparación,2023-07-24,2023-07-28
8861,12815,2,Logística Express,2,Hub Logístico,2,En tránsito,2023-07-27,2023-07-28
8862,12817,2,Flash Delivery,1,Centro Norte,2,En tránsito,2023-07-27,2023-07-31
8863,12819,3,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-26,2023-07-27
8864,12820,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-07-26,2023-07-31
8865,12822,3,Logística Express,1,Centro Norte,2,En tránsito,2023-07-26,2023-07-27
8866,12823,1,QuickSend,4,Depósito Sur,3,Entregado,2023-07-26,2023-07-30
8867,12826,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-07-28,2023-08-02
8868,12828,4,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-07-27,2023-07-30
8869,12830,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-07-28,2023-07-29
8870,12831,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-07-28,2023-08-01
8871,12833,1,QuickSend,3,Centro Oeste,4,Devuelto,2023-07-28,2023-07-30
8872,12834,4,Flash Delivery,3,Centro Oeste,1,En preparación,2023-07-29,2023-07-31
8873,12836,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-07-27,2023-07-29
8874,12837,4,QuickSend,4,Depósito Sur,1,En preparación,2023-07-27,2023-07-31
8875,12838,3,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-07-27,2023-07-29
8876,12840,2,Logística Express,2,Hub Logístico,4,Devuelto,2023-07-29,2023-07-30
8877,12841,3,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-07-29,2023-08-02
8878,12842,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-07-30,2023-07-31
8879,12843,4,Envios Nacionales,4,Depósito Sur,2,En tránsito,2023-07-29,2023-07-31
8880,12844,3,Envios Nacionales,1,Centro Norte,3,Entregado,2023-07-28,2023-07-31
8881,12845,3,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-07-31,2023-08-02
8882,12846,2,QuickSend,1,Centro Norte,1,En preparación,2023-07-31,2023-08-03
8883,12847,4,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-07-31,2023-08-03
8884,12850,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-07-29,2023-07-30
8885,12851,4,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-07-31,2023-08-04
8886,12853,2,Envios Nacionales,4,Depósito Sur,2,En tránsito,2023-07-31,2023-08-03
8887,12854,4,Flash Delivery,2,Hub Logístico,1,En preparación,2023-07-31,2023-08-03
8888,12856,1,QuickSend,1,Centro Norte,4,Devuelto,2023-07-31,2023-08-02
8889,12857,1,Envios Nacionales,4,Depósito Sur,1,En preparación,2023-07-29,2023-07-31
8890,12858,4,Flash Delivery,3,Centro Oeste,1,En preparación,2023-07-30,2023-08-03
8891,12859,3,Flash Delivery,4,Depósito Sur,3,Entregado,2023-07-31,2023-08-03
8892,12860,1,Logística Express,4,Depósito Sur,3,Entregado,2023-07-30,2023-08-01
8893,12861,4,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-07-31,2023-08-03
8894,12862,1,Flash Delivery,2,Hub Logístico,3,Entregado,2023-07-30,2023-08-03
8895,12863,3,Flash Delivery,3,Centro Oeste,1,En preparación,2023-08-01,2023-08-04
8896,12865,1,Logística Express,3,Centro Oeste,4,Devuelto,2023-08-02,2023-08-06
8897,12866,2,Logística Express,2,Hub Logístico,1,En preparación,2023-08-02,2023-08-04
8898,12868,1,Logística Express,4,Depósito Sur,1,En preparación,2023-08-02,2023-08-04
8899,12869,3,Logística Express,2,Hub Logístico,1,En preparación,2023-07-31,2023-08-04
8900,12870,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-08-01,2023-08-03
8901,12871,1,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-08-02,2023-08-06
8902,12872,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-08-01,2023-08-06
8903,12873,2,Envios Nacionales,2,Hub Logístico,3,Entregado,2023-08-02,2023-08-03
8904,12874,3,Logística Express,4,Depósito Sur,3,Entregado,2023-08-01,2023-08-03
8905,12876,3,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-08-03,2023-08-06
8906,12877,1,Logística Express,2,Hub Logístico,1,En preparación,2023-08-03,2023-08-06
8907,12878,3,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-08-03,2023-08-07
8908,12879,3,Logística Express,3,Centro Oeste,1,En preparación,2023-08-03,2023-08-06
8909,12882,3,QuickSend,2,Hub Logístico,2,En tránsito,2023-08-01,2023-08-06
8910,12884,2,Logística Express,2,Hub Logístico,1,En preparación,2023-08-04,2023-08-07
8911,12885,2,QuickSend,2,Hub Logístico,4,Devuelto,2023-08-02,2023-08-07
8912,12886,2,QuickSend,4,Depósito Sur,3,Entregado,2023-08-03,2023-08-07
8913,12887,2,QuickSend,4,Depósito Sur,2,En tránsito,2023-08-04,2023-08-09
8914,12889,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-05,2023-08-06
8915,12890,4,Flash Delivery,3,Centro Oeste,3,Entregado,2023-08-03,2023-08-04
8916,12891,3,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-05,2023-08-09
8917,12892,1,QuickSend,1,Centro Norte,3,Entregado,2023-08-05,2023-08-06
8918,12894,4,Flash Delivery,4,Depósito Sur,3,Entregado,2023-08-03,2023-08-06
8919,12897,1,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-08-05,2023-08-08
8920,12899,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-08-04,2023-08-05
8921,12901,1,Flash Delivery,3,Centro Oeste,1,En preparación,2023-08-06,2023-08-10
8922,12902,2,Envios Nacionales,2,Hub Logístico,4,Devuelto,2023-08-05,2023-08-10
8923,12903,2,Flash Delivery,1,Centro Norte,4,Devuelto,2023-08-06,2023-08-08
8924,12907,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-08-05,2023-08-06
8925,12908,3,QuickSend,3,Centro Oeste,4,Devuelto,2023-08-05,2023-08-09
8926,12910,3,QuickSend,2,Hub Logístico,1,En preparación,2023-08-06,2023-08-09
8927,12912,4,Logística Express,3,Centro Oeste,1,En preparación,2023-08-06,2023-08-10
8928,12913,4,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-07,2023-08-10
8929,12914,4,Logística Express,4,Depósito Sur,1,En preparación,2023-08-06,2023-08-09
8930,12915,1,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-08-07,2023-08-12
8931,12916,3,QuickSend,2,Hub Logístico,4,Devuelto,2023-08-06,2023-08-11
8932,12918,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-08-06,2023-08-08
8933,12920,3,Flash Delivery,1,Centro Norte,1,En preparación,2023-08-06,2023-08-10
8934,12921,3,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-08-07,2023-08-11
8935,12922,2,QuickSend,4,Depósito Sur,4,Devuelto,2023-08-07,2023-08-11
8936,12925,2,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-08-06,2023-08-09
8937,12927,4,QuickSend,2,Hub Logístico,2,En tránsito,2023-08-07,2023-08-08
8938,12928,1,QuickSend,3,Centro Oeste,4,Devuelto,2023-08-09,2023-08-12
8939,12929,3,Flash Delivery,3,Centro Oeste,1,En preparación,2023-08-07,2023-08-12
8940,12930,4,Logística Express,2,Hub Logístico,3,Entregado,2023-08-08,2023-08-12
8941,12931,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-07,2023-08-08
8942,12932,2,Envios Nacionales,1,Centro Norte,1,En preparación,2023-08-08,2023-08-11
8943,12933,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-08-09,2023-08-14
8944,12935,2,Logística Express,3,Centro Oeste,3,Entregado,2023-08-09,2023-08-10
8945,12937,1,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-07,2023-08-08
8946,12938,2,QuickSend,2,Hub Logístico,1,En preparación,2023-08-09,2023-08-14
8947,12939,1,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-08-10,2023-08-11
8948,12940,2,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-09,2023-08-11
8949,12941,3,Logística Express,4,Depósito Sur,1,En preparación,2023-08-10,2023-08-12
8950,12942,2,QuickSend,2,Hub Logístico,1,En preparación,2023-08-08,2023-08-11
8951,12943,4,Flash Delivery,1,Centro Norte,4,Devuelto,2023-08-10,2023-08-14
8952,12945,3,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-08-09,2023-08-14
8953,12946,3,Logística Express,3,Centro Oeste,3,Entregado,2023-08-09,2023-08-13
8954,12948,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-08-10,2023-08-13
8955,12950,2,Logística Express,2,Hub Logístico,2,En tránsito,2023-08-09,2023-08-12
8956,12951,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-08-10,2023-08-12
8957,12952,3,QuickSend,4,Depósito Sur,1,En preparación,2023-08-11,2023-08-13
8958,12953,2,Logística Express,1,Centro Norte,3,Entregado,2023-08-09,2023-08-14
8959,12955,1,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-08-10,2023-08-13
8960,12956,4,QuickSend,4,Depósito Sur,3,Entregado,2023-08-11,2023-08-12
8961,12957,4,Logística Express,2,Hub Logístico,2,En tránsito,2023-08-09,2023-08-14
8962,12959,3,QuickSend,3,Centro Oeste,2,En tránsito,2023-08-11,2023-08-12
8963,12960,4,QuickSend,1,Centro Norte,4,Devuelto,2023-08-10,2023-08-11
8964,12961,4,Flash Delivery,1,Centro Norte,1,En preparación,2023-08-11,2023-08-12
8965,12962,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-10,2023-08-12
8966,12963,4,Flash Delivery,4,Depósito Sur,4,Devuelto,2023-08-11,2023-08-13
8967,12964,2,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-08-11,2023-08-13
8968,12966,3,Logística Express,2,Hub Logístico,1,En preparación,2023-08-12,2023-08-15
8969,12970,4,Envios Nacionales,4,Depósito Sur,3,Entregado,2023-08-11,2023-08-14
8970,12971,1,QuickSend,1,Centro Norte,2,En tránsito,2023-08-13,2023-08-18
8971,12972,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-12,2023-08-17
8972,12974,4,QuickSend,4,Depósito Sur,3,Entregado,2023-08-13,2023-08-16
8973,12975,2,Envios Nacionales,2,Hub Logístico,1,En preparación,2023-08-11,2023-08-15
8974,12976,3,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-08-12,2023-08-17
8975,12977,2,QuickSend,1,Centro Norte,2,En tránsito,2023-08-11,2023-08-14
8976,12978,4,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-11,2023-08-13
8977,12980,4,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-13,2023-08-15
8978,12981,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-08-12,2023-08-17
8979,12982,3,Flash Delivery,2,Hub Logístico,3,Entregado,2023-08-13,2023-08-15
8980,12984,1,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-12,2023-08-17
8981,12985,1,Logística Express,3,Centro Oeste,4,Devuelto,2023-08-14,2023-08-19
8982,12986,3,Logística Express,2,Hub Logístico,3,Entregado,2023-08-12,2023-08-14
8983,12988,4,QuickSend,3,Centro Oeste,2,En tránsito,2023-08-14,2023-08-16
8984,12989,2,Flash Delivery,1,Centro Norte,4,Devuelto,2023-08-14,2023-08-19
8985,12991,4,QuickSend,2,Hub Logístico,2,En tránsito,2023-08-12,2023-08-14
8986,12992,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-14,2023-08-19
8987,12993,2,Flash Delivery,2,Hub Logístico,3,Entregado,2023-08-14,2023-08-19
8988,12994,3,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-08-15,2023-08-19
8989,12995,4,Flash Delivery,3,Centro Oeste,3,Entregado,2023-08-14,2023-08-16
8990,12998,3,QuickSend,4,Depósito Sur,3,Entregado,2023-08-13,2023-08-17
8991,12999,2,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-08-15,2023-08-17
8992,13000,1,QuickSend,2,Hub Logístico,2,En tránsito,2023-08-14,2023-08-15
8993,13001,3,Logística Express,1,Centro Norte,4,Devuelto,2023-08-15,2023-08-17
8994,13006,2,Logística Express,2,Hub Logístico,3,Entregado,2023-08-16,2023-08-20
8995,13007,1,Flash Delivery,4,Depósito Sur,1,En preparación,2023-08-17,2023-08-22
8996,13009,1,QuickSend,2,Hub Logístico,4,Devuelto,2023-08-17,2023-08-20
8997,13010,2,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-08-17,2023-08-19
8998,13011,4,QuickSend,3,Centro Oeste,3,Entregado,2023-08-15,2023-08-16
8999,13012,4,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-08-17,2023-08-19
9000,13013,3,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-16,2023-08-19
9001,13014,1,Envios Nacionales,1,Centro Norte,2,En tránsito,2023-08-16,2023-08-20
9002,13015,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-08-15,2023-08-18
9003,13016,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-15,2023-08-20
9004,13017,2,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-08-15,2023-08-17
9005,13019,1,Envios Nacionales,2,Hub Logístico,2,En tránsito,2023-08-17,2023-08-19
9006,13020,3,Flash Delivery,1,Centro Norte,3,Entregado,2023-08-17,2023-08-18
9007,13021,1,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-16,2023-08-18
9008,13024,3,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-08-16,2023-08-21
9009,13025,1,Logística Express,4,Depósito Sur,2,En tránsito,2023-08-16,2023-08-19
9010,13026,3,Flash Delivery,1,Centro Norte,1,En preparación,2023-08-16,2023-08-21
9011,13027,4,Flash Delivery,2,Hub Logístico,3,Entregado,2023-08-17,2023-08-20
9012,13028,1,Flash Delivery,3,Centro Oeste,3,Entregado,2023-08-17,2023-08-22
9013,13029,2,QuickSend,3,Centro Oeste,2,En tránsito,2023-08-18,2023-08-20
9014,13030,4,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-18,2023-08-23
9015,13031,2,Envios Nacionales,1,Centro Norte,1,En preparación,2023-08-16,2023-08-19
9016,13032,4,Logística Express,1,Centro Norte,1,En preparación,2023-08-17,2023-08-21
9017,13034,2,Envios Nacionales,3,Centro Oeste,1,En preparación,2023-08-17,2023-08-18
9018,13035,3,QuickSend,1,Centro Norte,4,Devuelto,2023-08-17,2023-08-18
9019,13037,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-18,2023-08-21
9020,13038,3,Logística Express,4,Depósito Sur,4,Devuelto,2023-08-17,2023-08-19
9021,13039,3,QuickSend,1,Centro Norte,1,En preparación,2023-08-17,2023-08-20
9022,13040,3,Logística Express,3,Centro Oeste,4,Devuelto,2023-08-17,2023-08-22
9023,13041,1,Logística Express,3,Centro Oeste,1,En preparación,2023-08-18,2023-08-19
9024,13043,2,Flash Delivery,2,Hub Logístico,1,En preparación,2023-08-18,2023-08-20
9025,13044,2,Logística Express,3,Centro Oeste,2,En tránsito,2023-08-18,2023-08-21
9026,13048,1,Flash Delivery,4,Depósito Sur,4,Devuelto,2023-08-19,2023-08-21
9027,13049,1,QuickSend,3,Centro Oeste,3,Entregado,2023-08-19,2023-08-21
9028,13052,4,Envios Nacionales,1,Centro Norte,4,Devuelto,2023-08-18,2023-08-19
9029,13053,2,Flash Delivery,3,Centro Oeste,3,Entregado,2023-08-18,2023-08-23
9030,13059,4,QuickSend,3,Centro Oeste,3,Entregado,2023-08-19,2023-08-20
9031,13060,3,Logística Express,4,Depósito Sur,1,En preparación,2023-08-19,2023-08-20
9032,13061,2,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-08-21,2023-08-23
9033,13063,2,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-22,2023-08-23
9034,13065,3,QuickSend,3,Centro Oeste,1,En preparación,2023-08-21,2023-08-23
9035,13066,4,Envios Nacionales,1,Centro Norte,1,En preparación,2023-08-21,2023-08-23
9036,13069,4,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-22,2023-08-27
9037,13073,4,QuickSend,4,Depósito Sur,1,En preparación,2023-08-20,2023-08-21
9038,13077,4,Envios Nacionales,3,Centro Oeste,2,En tránsito,2023-08-21,2023-08-26
9039,13078,1,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-21,2023-08-24
9040,13079,4,Logística Express,3,Centro Oeste,2,En tránsito,2023-08-22,2023-08-25
9041,13080,3,QuickSend,4,Depósito Sur,1,En preparación,2023-08-21,2023-08-26
9042,13081,4,Logística Express,2,Hub Logístico,3,Entregado,2023-08-23,2023-08-24
9043,13083,2,QuickSend,1,Centro Norte,2,En tránsito,2023-08-21,2023-08-25
9044,13084,3,Flash Delivery,2,Hub Logístico,4,Devuelto,2023-08-22,2023-08-24
9045,13085,2,Logística Express,1,Centro Norte,4,Devuelto,2023-08-23,2023-08-26
9046,13086,2,Envios Nacionales,3,Centro Oeste,4,Devuelto,2023-08-23,2023-08-25
9047,13087,1,Flash Delivery,1,Centro Norte,2,En tránsito,2023-08-23,2023-08-27
9048,13091,4,Logística Express,3,Centro Oeste,3,Entregado,2023-08-23,2023-08-27
9049,13092,1,Logística Express,3,Centro Oeste,2,En tránsito,2023-08-23,2023-08-24
9050,13093,4,Flash Delivery,4,Depósito Sur,3,Entregado,2023-08-23,2023-08-27
9051,13094,4,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-08-24,2023-08-28
9052,13095,4,QuickSend,2,Hub Logístico,1,En preparación,2023-08-23,2023-08-26
9053,13096,3,Logística Express,1,Centro Norte,4,Devuelto,2023-08-24,2023-08-25
9054,13097,2,Flash Delivery,2,Hub Logístico,2,En tránsito,2023-08-23,2023-08-24
9055,13099,1,Envios Nacionales,4,Depósito Sur,4,Devuelto,2023-08-23,2023-08-26
9056,13100,3,QuickSend,1,Centro Norte,1,En preparación,2023-08-23,2023-08-24
9057,13102,2,Logística Express,3,Centro Oeste,1,En preparación,2023-08-23,2023-08-26
9058,13103,4,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-08-23,2023-08-27
9059,13104,1,Flash Delivery,3,Centro Oeste,4,Devuelto,2023-08-24,2023-08-27
9060,13105,4,Flash Delivery,3,Centro Oeste,2,En tránsito,2023-08-23,2023-08-25
9061,13108,2,Logística Express,4,Depósito Sur,3,Entregado,2023-08-24,2023-08-29
9062,13109,2,QuickSend,3,Centro Oeste,2,En tránsito,2023-08-23,2023-08-24
9063,13110,3,Flash Delivery,4,Depósito Sur,2,En tránsito,2023-08-25,2023-08-27
9064,13111,3,Logística Express,2,Hub Logístico,4,Devuelto,2023-08-25,2023-08-28
9065,13112,2,QuickSend,1,Centro Norte,4,Devuelto,2023-08-25,2023-08-28
9066,13113,2,Envios Nacionales,3,Centro Oeste,3,Entregado,2023-08-25,2023-08-27
9067,13114,2,Flash Delivery,1,Centro Norte,3,Entregado,2023-08-25,2023-08-29
